company,date,description,venue,profession,hospitality,attendees,cost,hospitalityCost,originalHospitalityCost,originalCost,originalAttendees,nurses,pharmacists,gps,mentalhealth,rehab,oncologists,other,spendratio
pfizer,2007-12-01,REVIEW OF CLINICAL PAPER; 1 HOURS; JOURNAL CLUB,RHEUMATOLGY DEPT; CONCORD HOSP; CONCORD; NSW,RHEUMATOLOGIST,MEAL / DRINKS;,8,113,113,$ 113,$ 113,8,0,0,0,0,0,0,1,14
pfizer,2007-12-01,CLINICAL PAPER ; 1 HOURS; JOURNAL CLUB,PALLIATIVE CARE DEPT; CONCORD HOSP; CONCORD; NSW,RHEUMATOLOGIST,MEAL / DRINKS;,8,117,117,$ 117,$ 117,8,0,0,0,0,0,0,1,15
pfizer,2007-12-01,SMOKING CESSATION; 01 HOUR; SPONSORSHIP/DIVISION MEETING,GEBRANS RESTAURANT; GREENACRE; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,15,678,678,$ 678,$ 678,15,0,0,1,0,0,0,0,45
pfizer,2007-12-01,GRAND ROUNDS; 1 HOURS; GRAND ROUND,LIVERPOOL HOSPITAL; LIVERPOOL; NSW,PSYCHIATRIST,MEAL / DRINKS;,30,341,341,$ 341,$ 341,30,0,0,0,1,0,0,0,11
pfizer,2007-12-01,MENTAL HEALTH NURSES CONTINUING EDUCATION; 4 HOURS; SPONSORSHIP,PARRAMATTA RSL; PARRAMATTA; NSW,PSYCHIATRIST,MEAL / DRINKS;,20,300,300,$ 300,$ 300,20,0,0,0,1,0,0,0,15
pfizer,2007-12-01,JOURNAL CLUB; 2 HOURS; JOURNAL CLUB,NEPEAN HOSPITAL; KINGSWOOD; NSW,PSYCHIATRIST,MEAL / DRINKS;,15,187,187,$ 187,$ 187,15,0,0,0,1,0,0,0,12
pfizer,2007-12-01,JOURNAL CLUB; 1 HOURS; JOURNAL CLUB,BLACKTOWN HOSPITAL; BLACKTOWN; NSW,PSYCHIATRIST,MEAL / DRINKS;,15,187,187,$ 187,$ 187,15,0,0,0,1,0,0,0,12
pfizer,2007-12-01,ANTIPSYCHOTICS CASE STUDY MEETING; 1 HOURS; JOURNAL CLUB,ST JOHN OF GOD HOSPITAL; NORTH RICHMOND; NSW,PSYCHIATRIST,MEAL / DRINKS;,12,135,135,$ 135,$ 135,12,0,0,0,1,0,0,0,11
pfizer,2007-12-01,PHYSICAL INVSETIGATIONS IN PSYCHIATRY WHICH TESTS AND WHY; 1 HOURS; EVENING MEETING,BUTCHER SHOP CAFE; MUDGEE; NSW,VARIOUS,MEAL / DRINKS;,10,1350,450,$ 450,$ 1;350,10,0,0,0,0,0,0,1,135
pfizer,2007-12-01,LEADING THE WAY IN DEMENTIA CARE; 7 HOURS; SPONSORSHIP/DIVISION MEETING,MINGARA RECREATIONAL CLUB ; TUMBI UMBI; NSW,VARIOUS,NIL PROVIDED,180,150,,$ -,$ 150,180,0,0,0,0,0,0,1,1
pfizer,2007-12-01,DEMENTIA; 2 HOURS; MARKETING PRODUCT MEETING,GOSFORD RSL CLUB; GOSFORD; NSW,VARIOUS,MEAL / DRINKS;,100,450,50,$ 50,$ 450,100,0,0,0,0,0,0,1,5
pfizer,2007-12-01,COMMUNITY PRESENTATION; 1 HOURS; INTERNATIONAL/MARKETING MEETING,NEW LAMBTON RSL CLUB; NEW LAMBTON; NSW,VARIOUS,MEAL / DRINKS;,40,150,50,$ 50,$ 150,40,0,0,0,0,0,0,1,4
pfizer,2007-12-01,DEMENTIA; 2 HOURS; EVENING MEETING,RESTAURANT II; NEWCASTLE; NSW,GERIATRICIAN,ACCOMMODATION; MEAL / DRINKS;,20,1500,1500,$ 1;500,$ 1;500,20,0,0,0,0,0,0,1,75
pfizer,2007-12-01,DEMENTIA; 2 HOURS; EVENING MEETING,THE LETTER BOX; TERRIGAL; NSW,GERIATRICIAN,ACCOMMODATION; MEAL / DRINKS;,15,1486,1486,$ 1;486,$ 1;486,15,0,0,0,0,0,0,1,99
pfizer,2007-12-01,CARDIOVASCULAR DISEASE DIABETES MODULE; 1 HOURS; EVENING MEETING,BURWOOD FUNCTION CENTRE; BURWOOD; NSW,ENDOCRINOLOGIST,MEAL / DRINKS;,30,3450,1950,$ 1;950,$ 3;450,30,0,0,0,0,0,0,1,115
pfizer,2007-12-01,CARDIOVASCULAR MANAGEMENT IN PATIENTS ; 1 HOURS; EVENING MEETING,CRYSTAL PALACE SEAFOOD RESTARANT ; STRATHFIELD ; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,25,2420,2420,$ 2;420,$ 2;420,25,0,0,1,0,0,0,0,97
pfizer,2007-12-01,ORTHOPEADICS; 2 HOURS; SPONSORSHIP/DIVISION MEETING,POPE SHEOUDA WELFARE CENTRE; MACQUARIE FIELDS ; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,12,1500,1500,$ 1;500,$ 1;500,12,0,0,1,0,0,0,0,125
pfizer,2007-12-01,DEE WHY CHAPTER MEETING; THE ETHNIC PATIENT; 1 HOURS; SPONSORSHIP/DIVISION MEETING,BROOKVALE HOTEL; BROOKVALE; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,20,500,500,$ 500,$ 500,20,0,0,1,0,0,0,0,25
pfizer,2007-12-01,CHILDHOOD OBESITY; 2 HOURS; SPONSORSHIP/DIVISION MEETING; 2 CPD/CME POINTS,HAZELHURST GALLERY; GYMEA; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,40,1250,1250,$ 1;250,$ 1;250,40,0,0,1,0,0,0,0,31
pfizer,2007-12-01,INTERGRATD CARDIOVASCULAR DISEASE RISK; INTERGRATED CARDIOVASCULAR RISK; 1 HOURS; EVENING MEETING,THE GINGER ROOM; PARKES; ACT,GENERAL PRACTITIONER,MEAL / DRINKS;,33,3300,3000,$ 3;000,$ 3;300,33,0,0,1,0,0,0,0,100
pfizer,2007-12-01,ORTHOPAEDICS; 2 HOURS; SPONSORSHIP; 2 CPD/CME POINTS,ORTHOSPORTS CLINIC CONCORD; CONCORD; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,20,220,220,$ 220,$ 220,20,0,0,1,0,0,0,0,11
pfizer,2007-12-01,ORTHOPAEIDC; 2 HOURS; SPONSORSHIP; 2 CPD/CME POINTS,ORTHOSPORTS; HURSTVILLE; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,20,420,420,$ 420,$ 420,20,0,0,1,0,0,0,0,21
pfizer,2007-12-01,CLINICAL MEETING: CARDIOLOGY; 1 HOURS; JOURNAL CLUB,WESTMEAD EDUCATION BLOCK; WESTMEAD; NSW,CARDIOLOGIST,MEAL / DRINKS;,15,225,225,$ 225,$ 225,15,0,0,0,0,0,0,1,15
pfizer,2007-12-01,ORTHOPAEDIC; 3 HOURS; SPONSORSHIP; 2 CPD/CME POINTS,PRINCE OF WALES HOSPITAL PRIVATE; RANDWICK; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,10,220,220,$ 220,$ 220,10,0,0,1,0,0,0,0,22
pfizer,2007-12-01,CHRONIC COUGH; 2 HOURS; SPONSORSHIP/DIVISION MEETING,AUSTRALIAN NATIONAL UNIVERSITY DINING ROOMS; CANBERRA; ACT,RESPIRATORY MEDICINE PHYSICIAN,MEAL / DRINKS;,25,1530,1200,$ 1;200,$ 1;530,25,0,0,0,0,0,0,1,61
pfizer,2007-12-01,SETTING UP A SPECIALIST ROOMS; 1 HOURS; EVENING MEETING,MARIGOLD RESTAURANT; SYDNEY; NSW,RESPIRATORY MEDICINE PHYSICIAN,MEAL / DRINKS;,20,1500,1500,$ 1;500,$ 1;500,20,0,0,0,0,0,0,1,75
pfizer,2007-12-01,CORONARY ARTERY DISEASE: PREVENTION; 1 HOURS; SPONSORSHIP/DIVISION MEETING,NOVOTEL SYDNEY OLYMPIC PARK HOMEBUSH; HOMEBUSH; NSW,GENERAL PRACTITIONER,ACCOMMODATION; MEAL / DRINKS;,141,13075,9855,$ 9;855,$ 13;075,141,0,0,1,0,0,0,0,93
pfizer,2007-12-01,ENDOCRINOLOGY JOURNAL CLUB; 1 HOURS; EVENING MEETING,BANJO PATERSON COTTAGE RESTAURANT; GLADESVILLE; NSW,ENDOCRINOLOGIST,MEAL / DRINKS;,20,1725,1725,$ 1;725,$ 1;725,20,0,0,0,0,0,0,1,86
pfizer,2007-12-01,CHILD AND ADOLESCENT MENTAL HEALTH; 4 HOURS; SPONSORSHIP/DIVISION MEETING,BIMET LODGE; THE JUNCTION; NSW,VARIOUS,MEAL / DRINKS;,85,1400,1400,$ 1;400,$ 1;400,85,0,0,0,0,0,0,1,16
pfizer,2007-12-01,MENTAL HEALTH UPDATE - CARE CO-ORDINATION; 7 HOURS; SPONSORSHIP/DIVISION MEETING,JAMES FLETCHER; NEWCASTLE; NSW,NURSE; MENTAL HEALTH,MEAL / DRINKS;,25,358,358,$ 358,$ 358,25,1,0,0,1,0,0,0,14
pfizer,2007-12-01,CARE CO-ORDINATION WORKSHOP; 7 HOURS; SPONSORSHIP/DIVISION MEETING,JAMES FLETCHER HOSPITAL; NEWCASTLE; NSW,NURSE; MENTAL HEALTH,MEAL / DRINKS;,25,358,358,$ 358,$ 358,25,1,0,0,1,0,0,0,14
pfizer,2007-12-01,CARE COORDINATION WORKSHOPS; MENTAL HEALTH; 7 HOURS; SPONSORSHIP/DIVISION MEETING,JAMES FLETCHER HOSPITAL; NEWCASTLE; NSW,NURSE; MENTAL HEALTH,MEAL / DRINKS;,20,348,348,$ 348,$ 348,20,1,0,0,1,0,0,0,17
pfizer,2007-12-01,MENTAL HEALTH UPDATE; 7 HOURS; SPONSORSHIP/DIVISION MEETING,JAMES FLETCHER HOSPITAL; NEWCASTLE; NSW,NURSE; MENTAL HEALTH,MEAL / DRINKS;,20,358,358,$ 358,$ 358,20,1,0,0,1,0,0,0,18
pfizer,2007-12-01,ANTIPSYCHOTIC AUGMENTATION; MENTAL HEALTH; 1 HOURS; JOURNAL CLUB,MANDALA CLINIC; GOSFORD; NSW,VARIOUS,MEAL / DRINKS;,15,256,256,$ 256,$ 256,15,0,0,0,0,0,0,1,17
pfizer,2007-12-01,ZIPRASIDONE UPDATE- CASE STUDIES; 1 HOURS; EVENING MEETING,BUTLERS RESTAURANT; NEWCASTLE; NSW,PSYCHIATRIST,MEAL / DRINKS;,6,550,270,$ 270,$ 550,6,0,0,0,1,0,0,0,92
pfizer,2007-12-01,ERECTILE DYSFUNCTION & CO-MORBIDITIES; 1 HOURS; EVENING MEETING,BOMADERRY BOWLING CLUB; BOMADERRY; NSW,SEXUAL HEALTH PHYSICIAN,MEAL / DRINKS;,10,3862,912,$ 912,$ 3;862,10,0,0,0,0,0,0,1,386
pfizer,2007-12-01,DEPT MEETING ON PATIENT CASES; 2 HOURS; JOURNAL CLUB,RHEUMATOLOGY LIBRARY; ROYAL NORTH SHORE HOSPITAL; ST LEONARDS; NSW,RHEUMATOLOGIST,MEAL / DRINKS;,8,90,90,$ 90,$ 90,8,0,0,0,0,0,0,1,11
pfizer,2007-12-01,ROYA LIFE SAVING RESUSCITION REQUALIFITION ; 1 HOURS; EVENING MEETING,MONA VALE HOSPITAL; MONA VALE ; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,20,500,500,$ 500,$ 500,20,0,0,1,0,0,0,0,25
pfizer,2007-12-01,ROYAL LIFE SAVING RESUSUCTION; 1 HOURS; EVENING MEETING,MONA VALE HOSPITAL; MONA VALE; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,20,600,600,$ 600,$ 600,20,0,0,1,0,0,0,0,30
pfizer,2007-12-01,CARDIOPULMONARY RESUSCITATION TRAINING; 1 HOURS; EVENING MEETING,MONA B1062VALE HOSPITAL STAFF ROOM; MONA VALE; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,16,200,200,$ 200,$ 200,16,0,0,1,0,0,0,0,13
pfizer,2007-12-01,CARDIOPULMONARY RESUSCITATION MEETING; 1 HOURS; EVENING MEETING,ACCESS HEALTH CENTRE; TAREE; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,10,200,200,$ 200,$ 200,10,0,0,1,0,0,0,0,20
pfizer,2007-12-01,CARDIOVASCULAR DISEASE PATIENTS; 1 HOURS; EVENING MEETING,THE PLONK RESTURANT ; MOSMAN; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,7,450,450,$ 450,$ 450,7,0,0,1,0,0,0,0,64
pfizer,2007-12-01,NEUROPATHIC PAIN; 1 HOURS; SPONSORSHIP/DIVISION MEETING,PAUPIETTE'S; LISMORE; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,45,2052,2052,$ 2;052,$ 2;052,45,0,0,1,0,0,0,0,46
pfizer,2007-12-01,TREATING LOWER BACK PAIN; 1 HOURS; EVENING MEETING; 2 CPD/CME POINTS,ORSO RESTAURANT; THE SPIT; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,15,1615,1065,$ 1;065,$ 1;615,15,0,0,1,0,0,0,0,108
pfizer,2007-12-01,CARDIOVASCULAR DISEASE STUDY; 1 HOURS; SPONSORSHIP/DIVISION MEETING,SEL KIRKS; ORANGE; NSW,PHYSICIAN; GENERAL MEDICINE,MEAL / DRINKS;,20,1400,1400,$ 1;400,$ 1;400,20,0,0,0,0,0,0,1,70
pfizer,2007-12-01,BEING PSYCHOTHERAPEUTIC; THE KEY TO MENTAL HEALTH NURSING PRACTICE; 7 HOURS; SPONSORSHIP/DIVISION MEETING,ACMHN INC; SYDNEY ; NSW,VARIOUS,NIL PROVIDED,120,1500,,$ -,$ 1;500,120,0,0,0,0,0,0,1,13
pfizer,2007-12-01,A FAMILY COURT UPDATE; UNASSERTIVE AVAILABILITY: A POSITIVE ALTERNATIVE TO ASSERTIVE MANAGEMENT IN THE HARD-TO-ENGAGE FAMILY; 1 HOURS; EVENING MEETING,L'INCONTRO ITALIAN RESTAURANT; NORTH SYDNEY; NSW,PSYCHIATRIST,MEAL / DRINKS;,19,2281,2181,$ 2;181,$ 2;281,19,0,0,0,1,0,0,0,120
pfizer,2007-12-01,MENTAL HEALTH CASE PRESENTATION: ; 1 HOURS; JOURNAL CLUB,ROYAL NORTH SHORE HOSPITAL; ST LEONARDS; NSW,VARIOUS,MEAL / DRINKS;,15,145,145,$ 145,$ 145,15,0,0,0,0,0,0,1,10
pfizer,2007-12-01,SMOKING CESSATION; 1 HOURS; EVENING MEETING,ROYAL NORTH SHORE HOSPITAL; ST LEONARD; NSW,CARDIOLOGIST,MEAL / DRINKS;,20,350,350,$ 350,$ 350,20,0,0,0,0,0,0,1,18
pfizer,2007-12-01,BREATHLESSNESS; 1 HOURS; EVENING MEETING; 2 CPD/CME POINTS,CRYSTAL SEAFOOD RESTAURANT; STRATHFIELD; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,25,2515,1855,$ 1;855,$ 2;515,25,0,0,1,0,0,0,0,101
pfizer,2007-12-01,DEMENTIA; 2 HOURS; SPONSORSHIP/DIVISION MEETING,WEST PYMBLE GOLF CLUB; WEST PYMBLE; NSW,VARIOUS,MEAL / DRINKS;,30,2300,2300,$ 2;300,$ 2;300,30,0,0,0,0,0,0,1,77
pfizer,2007-12-01,SPONSORSHIP/DIVISION MEETING; 3 HOURS,ILLAWARA DIVISION ; WOLLONGONG; NSW,PSYCHOLOGIST,MEAL / DRINKS;,15,250,250,$ 250,$ 250,15,0,0,0,0,0,0,1,17
pfizer,2007-12-01,BREATHLESSNESS; 1 HOURS; EVENING MEETING; 2 CPD/CME POINTS,GEMELLE RISTORANTE ITALIANO; LIVERPOOL; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,30,2967,2307,$ 2;307,$ 2;967,30,0,0,1,0,0,0,0,99
pfizer,2007-12-01,UPPER GASTROINTESTINALSURGERY; 7 HOURS; SPONSORSHIP/DIVISION MEETING,NOVOTEL HOTEL; HOMEBUSH; HOMEBUSH; NSW,SURGEON; GASTROINTESTINAL,NIL PROVIDED,100,1100,,$ -,$ 1;100,100,0,0,0,0,0,0,1,11
pfizer,2007-12-01,LIVERPOOL HOSPITAL; 3 HOURS; SPONSORSHIP/DIVISION MEETING,THE AMERICAN CLUB; SYDNEY; SYDNEY; NSW,HAEMATOLOGIST,NIL PROVIDED,70,1252,,$ -,$ 1;252,70,0,0,0,0,0,0,1,18
pfizer,2007-12-01,HIV TREATMENT UPDATES; 2 HOURS; SPONSORSHIP/DIVISION MEETING; 4 CPD/CME POINTS,BOTANY BAY SEAFOOD RESTAURANT; BRIGHTON LE SANDS; NSW,GENERAL PRACTITIONER,NIL PROVIDED,50,1100,,$ -,$ 1;100,50,0,0,1,0,0,0,0,22
pfizer,2007-12-01,LYMPHOEDEMA; 2 HOURS; SPONSORSHIP/DIVISION MEETING,AUSTRALIAN NATIONAL UNIVERSITY; GARRAN; ACT,ONCOLOGIST,ACCOMMODATION; MEAL / DRINKS;,25,673,185,$ 185,$ 673,25,0,0,0,0,0,1,0,27
pfizer,2007-12-01,SKIN CANCER DIAGNOSIS AND MANAGEMENT; 1 HOURS; SPONSORSHIP/DIVISION MEETING; 2 CPD/CME POINTS,HOLROYD CENTRE; MERRYLANDS; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,30,1600,1600,$ 1;600,$ 1;600,30,0,0,1,0,0,0,0,53
pfizer,2007-12-01,IMMUNODEFICIENCY DISEASES IN GENERAL PRACTICE; 1 HOURS; SPONSORSHIP/DIVISION MEETING; 2 CPD/CME POINTS,BLACKTOWN CHOPSTICKS RESTAURANT; BLACKTOWN; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,25,2000,2000,$ 2;000,$ 2;000,25,0,0,1,0,0,0,0,80
pfizer,2007-12-01,BONE MARROW TRANSPLANT; 2 HOURS; JOURNAL CLUB,WESTMEAD CHILDRENS HOSPITAL; WESTMEAD; NSW,INFECTIOUS DISEASES PHYSICIAN,MEAL / DRINKS;,20,154,154,$ 154,$ 154,20,0,0,0,0,0,0,1,8
pfizer,2007-12-01,JOURNAL CLUB-HAEMATOLOGY; 1 HOURS; JOURNAL CLUB,WESTMEAD HOSPITAL; WESTMEAD; NSW,HAEMATOLOGIST,MEAL / DRINKS;,10,200,200,$ 200,$ 200,10,0,0,0,0,0,0,1,20
pfizer,2007-12-01,DERMATOLOGY WORKSHOP; 4 HOURS; SPONSORSHIP/DIVISION MEETING; 30 CPD/CME POINTS,ECOPOINT MURRAMARANG RESORT; SOUTH DURRAS; NSW,GENERAL PRACTITIONER,NIL PROVIDED,40,1000,,$ -,$ 1;000,40,0,0,1,0,0,0,0,25
pfizer,2007-12-01,PRACTICAL SKILLS IN ORTHOPAEDICS; 3 HOURS; SPONSORSHIP/DIVISION MEETING; 30 CPD/CME POINTS,ECOPOINT MURRAMARANG RESORT; SOUTH DURRAS; NSW,GENERAL PRACTITIONER,NIL PROVIDED,40,1000,,$ -,$ 1;000,40,0,0,1,0,0,0,0,25
pfizer,2007-12-01,STROKE; 1 HOURS; SPONSORSHIP/DIVISION MEETING; 2 CPD/CME POINTS,BANKSTOWN TROTTING CLUB; BANKSTOWN; NSW,GENERAL PRACTITIONER,NIL PROVIDED,23,1000,,$ -,$ 1;000,23,0,0,1,0,0,0,0,43
pfizer,2007-12-01,NUCLEAR MEDICINE IN GENERAL PRACTICE; 1 HOURS; GRAND ROUND,WYONG HOSPITAL; KANWAL; NSW+B1088,VARIOUS,MEAL / DRINKS;,35,600,600,$ 600,$ 600,35,0,0,0,0,0,0,1,17
pfizer,2007-12-01,CLOTS AND CONTRACEPTION; 2 HOURS; SPONSORSHIP/DIVISION MEETING,PLATINUM BLUE; ERINA; NSW,GENERAL PRACTITIONER,MEAL / DRINKS;,35,2500,2500,$ 2;500,$ 2;500,35,0,0,1,0,0,0,0,71
pfizer,2007-12-01,CARDIOVASCULAR DISEASE RISK & RENAL FAILURE 1 HOURS; GRAND ROUND,JOHN TINDELL THEATRE; GEELONG; VIC,CARDIOLOGIST,MEAL / DRINKS;,30,350,350,$ 350,$ 350,30,0,0,0,0,0,0,1,12
pfizer,2007-12-01,PHARMACOKINETICS IN EPILEPSY; 1 HOURS; JOURNAL CLUB,ROYAL MELBOURNE HOSPITAL; PARKVILLE; VIC,NEUROLOGIST,MEAL / DRINKS;,30,350,350,$ 350,$ 350,30,0,0,0,0,0,0,1,12
pfizer,2007-12-01,WHATS HOT FROM TRANSCATHETER CARDIOVASCULAR THERAPEUTICS; 1 HOURS; JOURNAL CLUB,ROYAL MELBOURNE HOSPITAL; PARKVILLE; VIC,CARDIOLOGIST,MEAL / DRINKS;,35,350,350,$ 350,$ 350,35,0,0,0,0,0,0,1,10
pfizer,2007-12-01,CARDIAC CONFERENCE; 1 HOURS; JOURNAL CLUB,WESTERN HOSPITAL; FOOTSCRAY; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,15,250,250,$ 250,$ 250,15,0,0,1,0,0,0,0,17
pfizer,2007-12-01,DERMATOLOGY; 1 HOURS; SPONSORSHIP/DIVISION MEETING,MID CITY HOTEL; COLAC; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,8,300,300,$ 300,$ 300,8,0,0,1,0,0,0,0,38
pfizer,2007-12-01,DEEP VEIN THROMBOSIS; 1 HOURS; GRAND ROUND,FRANSKTON HOSPITAL; FRANKSTON; VIC,VARIOUS,MEAL / DRINKS;,25,300,300,$ 300,$ 300,25,0,0,0,0,0,0,1,12
pfizer,2007-12-01,ABC MEETINGS; 1 HOURS; EVENING MEETING; 2 CPD/CME POINTS,SANDILANDS; PORTLAND; VIC,GENERAL PRACTITIONER,NIL PROVIDED,24,600,,$ -,$ 600,24,0,0,1,0,0,0,0,25
pfizer,2007-12-01,CLINICAL TRIAL PAPER REVIEW; 1 HOURS; JOURNAL CLUB,RHH ENDOCRINOLOGY DEPT; HOBART; TAS,ENDOCRINOLOGIST,MEAL / DRINKS;,14,145,145,$ 145,$ 145,14,0,0,0,0,0,0,1,10
pfizer,2007-12-01,SCARS & PLASTIC SURGERY - AN UPDATE; 1 HOURS; SPONSORSHIP/DIVISION MEETING,MONASH DIVISION OF GENERAL PRACTICE; EAST BENTLEIGH; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,11,600,300,$ 300,$ 600,11,0,0,1,0,0,0,0,55
pfizer,2007-12-01,WHATS NEW IN NEPHLOGY?; 1 HOURS; SPONSORSHIP/DIVISION MEETING,MONASH DIVISION OF GENERAL PRACTICE; EAST BENTLEIGH; VIC,GENERAL PRACTITIONER,NIL PROVIDED,15,330,,$ -,$ 330,15,0,0,1,0,0,0,0,22
pfizer,2007-12-01,8 HOURS; SPONSORSHIP/DIVISION MEETING; 30 CPD/CME POINTS,NOVOTEL ST KILDA; ST KILDA; VIC,GENERAL PRACTITIONER,NIL PROVIDED,100,3000,,$ -,$ 3;000,100,0,0,1,0,0,0,0,30
pfizer,2007-12-01,COMMON PLASTIC SURGERY ISSUES; 2 HOURS; SPONSORSHIP/DIVISION MEETING; 4 CPD/CME POINTS,EPWORTH HOSPITAL; RICHMOND; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,60,3250,3000,$ 3;000,$ 3;250,60,0,0,1,0,0,0,0,54
pfizer,2007-12-01,SPONSORSHIP - CARDIOMETABOLICS IN PSYCHIATRY; 2 HOURS; MARKETING PRODUCT MEETING,THE POINT RESTAURANT; ALBERT PARK LAKE; VIC,PSYCHIATRIST,NIL PROVIDED,150,13927,,$ -,$ 13;927,150,0,0,0,1,0,0,0,93
pfizer,2007-12-01,BREAKING THE HOLD OF NICOTINE ADDICTION; 2 HOURS; EVENING MEETING,PARK HYATT; MELBOURNE; VIC,GENERAL PRACTITIONER,ACCOMMODATION; MEAL / DRINKS;,150,19850,13350,$ 13;350,$ 19;850,150,0,0,1,0,0,0,0,132
pfizer,2007-12-01,VICTORIAN MEDICAL POSTGRADUATE FOUNDATION - LATENT AUTOIMMUNE DIABETES IN ADULTHOOD; 2 HOURS; SPONSORSHIP/DIVISION MEETING,WARRNAMBOOL BASE DISTRICT HOSPITAL; WARRNAMBOOL; VIC,GENERAL PRACTITIONER,NIL PROVIDED,15,500,,$ -,$ 500,15,0,0,1,0,0,0,0,33
pfizer,2007-12-01,DOCTORS PROGRAMME; 52 HOURS; SPONSORSHIP/DIVISION MEETING,PEPPERS SPRINGS RETREAT HEPBURN SPRINGS; HEPBURN SPRINGS; VIC,GENERAL PRACTITIONER,NIL PROVIDED,28,4500,,$ -,$ 4;500,28,0,0,1,0,0,0,0,161
pfizer,2007-12-01,MANAGING PATIENTS WITH PAIN; 6 HOURS; SPONSORSHIP/DIVISION MEETING,THE EPWORTH HOSPITAL ; RICHMOND; VIC,HOSPITAL PHARMACIST,NIL PROVIDED,100,5000,,$ -,$ 5;000,100,0,1,0,0,0,0,0,50
pfizer,2007-12-01,MOBILE ASSESSMENT & TREATMENT SERVICE; 1 HOURS; GRAND ROUND,THE ALFRED HOSPITAL; PRAHRAN;,PHYSICIAN; GENERAL MEDICINE,MEAL / DRINKS;,50,348,348,$ 348,$ 348,50,0,0,0,0,0,0,1,7
pfizer,2007-12-01,NEUROLOGY - CASE STUDIES; 1 HOURS; JOURNAL CLUB,THE ALFRED HOSPITAL; PRAHRAN; VIC,NEUROLOGIST,MEAL / DRINKS;,15,150,150,$ 150,$ 150,15,0,0,0,0,0,0,1,10
pfizer,2007-12-01,CARDIOVASCULAR DISEASE IMPLICATIONS OF DIABETES; 1 HOURS; SPONSORSHIP/DIVISION MEETING,TRACEY CENTRE; PARKVILLE; VIC,ENDOCRINOLOGIST,NIL PROVIDED,50,500,,$ -,$ 500,50,0,0,0,0,0,0,1,10
pfizer,2007-12-01,GENERAL MEDICINE CASE STUDIES; 1 HOURS; GRAND ROUND,WESTERN HOSPITAL; FOOTSCRAY; VIC,PHYSICIAN; GENERAL MEDICINE,NIL PROVIDED,40,500,,$ -,$ 500,40,0,0,0,0,0,0,1,13
pfizer,2007-12-01,RISKY BUSINESS: FAMILY; FAT; SMOKES & STRESS; 1 HOURS; EVENING MEETING,THE EAST EMPRESS RESTAURANT; GLEN WAVERLEY; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,20,3000,2200,$ 2;200,$ 3;000,20,0,0,1,0,0,0,0,150
pfizer,2007-12-01,RECURRENT SYNCOPE : INVESTIGATIONS AND MANAGEMENT; 2 HOURS; EVENING MEETING,STEFANO'S RESTAURANT; MILDURA; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,15,1780,780,$ 780,$ 1;780,15,0,0,1,0,0,0,0,119
pfizer,2007-12-01,MEN AND DEPRESSION; 2 HOURS; SPONSORSHIP/DIVISION MEETING; 4 CPD/CME POINTS,GEELONG DIVISION OF GENERAL PRACTICE; GEELONG; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,20,450,450,$ 450,$ 450,20,0,0,1,0,0,0,0,23
pfizer,2007-12-01,MANAGING COMPLICATIONS OF TYPE II DIABETES; 1 HOURS; JOURNAL CLUB,ENDOCRINOLOGY DEPT; CLAYTON; VIC,GENERAL PRACTITIONER,MEAL / DRINKS;,12,150,150,$ 150,$ 150,12,0,0,1,0,0,0,0,13
pfizer,2007-12-01,MI+A1113X OF COMPLEX GERIATIC PRESENTATIONS; 2 HOURS; JOURNAL CLUB,KINGSTON CENTRE; CHELTENHAM; VIC,GERIATRICIAN,MEAL / DRINKS;,15,184,184,$ 184,$ 184,15,0,0,0,0,0,0,1,12
pfizer,2007-12-01,ACUTE RE-VASCULARISATION; 2 HOURS; JOURNAL CLUB,MONASH MEDICAL CENTRE; CLAYTON; VIC,CARDIOLOGIST,MEAL / DRINKS;,20,200,200,$ 200,$ 200,20,0,0,0,0,0,0,1,10
