Venue,State,Country
Hobsons Bay Endoscopy Centre SYDENHAM,,
Boathouse Restaurant BARTON,ACT,Australia
Hotel Bruce County MOUNT WAVERLEY,VIC,Australia
Macquarie Psychiatry Hospital NORTH RYDE,NSW,Australia
"Wyong Hospital, Wyong",NSW,Australia
St Vincents Public Hospital; Fitzroy,VIC,Australia
"Austin Health, Heidelberg",VIC,Australia
SeaSalts at Armstrong SPRING HILL,QLD,Australia
All Seasons Salamander Shores Hotel SOLDIERS POINT,,
ACT Division of General Practice WESTON CREEK,,
Medical Centre HILLSIDE,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Fremantle Hospital, Fremantle",WA,Australia
Centonove; Kew,VIC,Australia
The Stamford Hotel NORTH RYDE,NSW,Australia
Silver Chain House OSBORNE PARK,WA,Australia
Werribee Mercy WERRIBEE,VIC,Australia
The Lagoon Seafood Restaurant NORTH WOLLONGONG,NSW,Australia
Rydges South Bank Hotel SOUTHBANK,,
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
Harry's on Buderim; Buderim,QLD,Australia
"Wyong Hospital, Wyong",NSW,Australia
Rydges Southbank Hotel TOWNSVILLE,QLD,Australia
Balmain Hospital BALMAIN,NSW,Australia
St Vincents Public Hospital; Fitzroy,VIC,Australia
"Alfred Hospital, Prahran",VIC,Australia
"Gosford Hospital, Gosford",NSW,Australia
"Frankston Hospital, Frankston",VIC,Australia
"Alfred Hospital, Prahran",VIC,Australia
Verve Restaurant Cafe & Bar Broadbeach Waters,QLD,Australia
Albany Entertainment Centre ALBANY,,
Standpipe Golf Motor Inn PORT AUGUSTA,,
"Nepean Hospital, Kingswood",NSW,Australia
Epworth Hospital; Richmond,VIC,Australia
Coast Restaurant Darling Harbour,NSW,Australia
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
"Austin Health, Heidelberg",VIC,Australia
"Alfred Hospital, Prahran",VIC,Australia
"Box Hill Hospital, Box Hill",VIC,Australia
Australasian Society for HIV Medicine DARLINGHURST,NSW,Australia
Melville Glades Golf Club LEEMING,,
Casellas Wine Tapas & Grill BUNBURY,WA,Australia
St Katherines KEW,VIC,Australia
The Spice Club FRANKSTON,VIC,Australia
Health First Network UNDERDALE,,
Post Office Restaurant BEECROFT,NSW,Australia
"Medical Centre, Clayton",VIC,Australia
HPMI Wallsend Cluster ELERMORE VALE,,
Caboolture Public Hospital CABOOLTURE SOUTH,QLD,Australia
Waterview Convention Centre RHODES,,
"Alfred Hospital, Prahran",VIC,Australia
Chloe's Restaurant; Kent Town,SA,Australia
The Stamford Hotel NORTH RYDE,NSW,Australia
Midwest GP Network GERALDTON,WA,Australia
"Gosford Hospital, Gosford",NSW,Australia
"Austin Health, Heidelberg",VIC,Australia
Sushi Arigato Eastwood Village -NSW,,
Jephson Hotel -QLD,QLD,Australia
RACV Victora,,
Clayfield Medical Centre -QLD,QLD,Australia
Townsville Aboriginal & Islanders Health Services,QLD,Australia
Two Fat Ladies at the Buttery; Glasgow; Scotland,,UK
Gosford RSL 26 Central Coast Highway Gosford,NSW,Australia
The Pantechnicon Rooms Belgravia London,London,UK
"Gosford Hospital, Gosford",NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
Libelle Restaurant; Amsterdam,,Holland
Restaurant Maxwells Bergstrasse 22 10115 Berlin,,Germany
Sheraton Noosa. Dinner held at Sails Restaurant; Noosa.,,
Jamies Italian Restaurant Covent Garden London UK,London,UK
OXO Tower Restaurant OXO Tower London UK,London,UK
Cote Restaurant Covent Garden London,London,UK
Landmark Grill & Lounge 1633 N Halsted Chicago,Illinois,USA
The Gage 24 South Michigan Avenue Chicago,Illinois,USA
Brasserie Swiss Diamond Hotel Lugano,,
Restaurant De Kas Kamerlingh Onneslaan 3 1097 Amsterdam,,Holland
Blue Pepper Nassaukade 366H 1054 AB Amsterdam,,Holland
Restaurant Beddingtons Amsterdam,,Holland
Smiths of Smithfield London UK,London,UK
Butlers Chophouse London UK,London,UK
Royal Society of Medicine London UK,London,UK
Epworth Eastern Hospital - VIV,VIC,Australia
Epworth Eastern Hospital - VIV,VIC,Australia
Wheelers Hill International Hotel,,
Balon de Terrines; PARIS,Paris,France
Bonfinger; Rue De La Bastille; PARIS,Paris,France
Le 404; Rue De Gravillies; PARIS,Paris,France
Le Meridien Etoile; PARIS,Paris,France
Buddah Bar; PARIS,Paris,France
Country Comfort Hotel; Terrigal,,
Grand Paradiso; LONDON,London,UK
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
Orso Bayside Restaurant Mosman,WA,Australia
Fedeles; Glen Waverley,VIC,Australia
Outrigger Noosa Heads,,
The Sebel Heritage Chirnside Park,,
The Sebel Chernside Park,,
Chloes Kent Town,SA,Australia
Bistro Bistro Woolloongabba,QLD,Australia
"Bluewater Grill, Applecross",WA,Australia
La Luna Carlton North,VIC,Australia
Alio's Restaurant Surry Hills,,
Le Sands Restraurant 95 The Grande Parade Brighton Le Sands,NSW,Australia
The Continental Cafe; shop 2/21 Barker Street; New Farm,,
Isis Primary Care Deer Park; 106 Station Rd; Deer Park,,
Redcliffe Public Hospital; Anzac Ave; Redcliffe,QLD,Australia
Cocoon Restaurant; 65 Regent Street; London; England,London,UK
"Monash Medical Centre, Clayton",VIC,Australia
Cairnlea Clinic; 100 Furlong Road; Cairnlea,,
Austin Health - Repat Campus; Dept of Rheumatology; Banksia Street; Heidelberg West,VIC,Australia
"Monash Medical Centre, Clayton",VIC,Australia
Administrative appeals Tribunal. Level 16; 40 City Road Southgate,,
Western Hospital. Gordon St Footscray.,VIC,Australia
286,,
Sofitel Gold Coast Broadbeach,QLD,Australia
Peacock Gardens Crows Nest,NSW,Australia
Escargrill Restaurant,,
Rydges Campbelltown,NSW,Australia
The Crown Plaza Norwest,,
St John of God Hospital followed by dinner at Fisherman's Pier Restaurant Geelong,VIC,Australia
The Sebel Parramatta,NSW,Australia
Mecure Hotel Mildura,VIC,Australia
Spinnakers Restaurant Bundaburg,,
Surfer Paradise Resort and Spa,QLD,Australia
The Baths Middle Brighton,,
Crowne Plaza Norwest,,
Sea Cliff Function Centre North Wollongong,NSW,Australia
Le Montage; Lilyfield,NSW,Australia
Novotel Brighton Beach Brighton Le-Sands,NSW,Australia
Macquarie Graduate School of Management,,
Korean Food Restaurant; Seoul; Korea.,Seoul,South Korea
Intercontinental Hotel; Seoul; Korea.,Seoul,South Korea
Papua New Guinea Institute of Medical Research; Garoka; Papua New Guinea.,,
Pacific Sogo; Taipei; Taiwan.,,Taiwan
Sheraton Taipei Hotel; Taipei; Taiwan.,,Taiwan
Heukdonga Restaurant; Seoul; Korea.,Seoul,South Korea
Cucina Café Bar; London; UK.,London,UK
The Cinnamon Club The Old Westminster Library; London; UK.,London,UK
Criterion Restaurant; London; UK.,London,UK
Wave - W Hotel; Chicago; United Sates.,Illinois,USA
A r t G a l l e r y ; A de l a i de; S outh A u s t r a l i a,,
Peak Restaurant; Paddington Old,,
Henry B. Gonzalez Convention Centre; San Antonio; Texas,Texas,USA
Va r i ou s S t a t e Venue s . Se e be l ow,,
S t J oh n o f Go d Ho s p i t al Sub i a c o Pe r t h,,
Se e be l ow,,
STACE Anaesthetic services/SA,,
Lyell McEwin Hosp/SA,SA,Australia
Womens and Childrens hospital /SA,,
Coast Restaurant Cockle Bay Wharf/NSW,,
Bundaberg Hopital /QLD,QLD,Australia
Lyell McEwin Hosp/SA,SA,Australia
Womens and Childrens hospital /SA,,
Ferry Road Markets; Southport; Gold Coast; Q.D,QLD,Australia
St George Private Hospital tea room,,
Prince of Wales Hospital; Edmund Blackett Building,NSW,Australia
Auc k l a nd C ity H o s pit a l; Auc k l a nd; I ntern a tion a l,,
Box H i l l H o s p i t al,,
Ba l l a r at Ba s e Ho s p i t a l ; Bal l arat Vi c t o r ia,,
"Alfred Hospital, Prahran",VIC,Australia
M o n a s h U n i v e r s i t y; Cl a y t o n,,
Royce Ho t el; S t K i l da Ro a d; M el b o urne,,
C o nfe r ence Ro o m ; Can c er Ca r e Dep a r t m en t ; N e pean H o s p i t al De r by s t r e e t,,
"Sir Charles Gairdner Hospital, Nedlands",WA,Australia
"Sir Charles Gairdner Hospital, Nedlands",WA,Australia
S t J o hn o f G o d Ho s p i t a l ; Bal l arat Vi c t o r ia,,
M u lti-site W e b cast,,
M o e v en p ick F r a n kfu r t City H o t e l; F r a n kfu r t; Ger m a n y,,
Ca m p b ellt o wn H o sp i tal; Therry R o a d ; C A M P BE L L TO WN; 2 5 6 0,,
D ia b e t es cli n ic,,
R o y al C h il d rens H o sp i tal -C h ild F a m ily Thera p y Un i t,,
The Se b el & Citi g ate K i n g Ge o r g e S q u are H o t e l- Brisb a n e; Queens l a n d,,
Ba l m o ral Street M ed i cal Centre; 9 8 Ba l m o ral Stree t ; H o r n sb y,,
C o n c o rd Centre f o r M ental H ealth; C o n c o rd Repatriati o n H o sp i tal; 1 A H o sp i tal R o a d ; CO N CORD WEST; 2 1 3 8,,
W o d en C o m m u n ity M ental Health Servic e ; P h illip H ealth Centre; C n r C o ri n n a & K e ltie Str e e t s; P H IL L IP; 2 6 0 6,,
C o n c o rd Centre f o r M ental H ealth; C o n c o rd Repatriati o n H o sp i tal; 1 A H o sp i tal R o a d ; CO N CORD WEST; 2 1 3 8,,
Gene v a; Swit z erla n d,,
Se m i n ar R o o m Sy d n ey U n iv e rsity cli n ic,,
Brao d m ead o w s Health Service,,
"Nambour General Hospital, Nambour ",QLD,Australia
Steak P it; 5 1 - 5 3 El g in B o u le v ard,,
Novotel Mainly Pacific,,
Peppers Seaport; Launceston,TAS,Australia
The Glades Gold Coast Robina,QLD,Australia
Hillstone St Lucia,,
Diana Plaza Ho t el Woollongabba,,
SurfAir Marcoola,,
Rydges Albury,,
The Sebel Warrnambool,VIC,Australia
Ro y al B r i s b a ne a n d W o m e n 's Ho s p i ta l ; Cnr B ut t er f i e l d S t a nd B o w en B r i d g e Rd H E R S T O N; Q U E E N S L A ND; 4 0 29,,
Ro y al B r i s b a ne a n d W o m e n s Ho s p i ta l ; Cnr B ut t er f i e l d S t a nd B o w en B r i d g e Rd H E R S T O N; Q U E E N S L A ND; 4 0 29,,
M a n l y Ho s p i ta l ; 1 50 Darl e y Ro a d; M A NL Y ; 2 0 9 5,,
Ro y al B r i s b a ne a n d W o m e n 's Ho s p i ta l ; Cnr B ut t er f i e l d S t a nd B o w en B r i d g e Rd H E R S T O N; Q U E E N S L A ND; 4 0 29,,
Ro y al B r i s b a ne a n d W o m e n 's Ho s p i ta l ; Cnr B ut t er f i e l d S t a nd B o w en B r i d g e Rd H E R S T O N; Q U E E N S L A ND; 4 0 29,,
Shin Yeh;Taipei; Taiwan,,Taiwan
Ro y a l Br i s b a n e & W o m e n ' s H o s p i t a l Her s t o n,,
"Enoteca, RICHMOND",VIC,Australia
M i l d u ra Pr i v a te Ho s p i t a l ; c o n f e r e n c e r o o m M i l d u ra,,
He a d s p a c e B a r w o n Cor i o Cor i o,,
K i t c h e n e r H o u s e - De a k i n U n i v e r s i ty M e d i c a l S c h o o l G e e l o n g,,
"Skin and Cancer Foundation, CARLTON",VIC,Australia
M e d i c a l One T a y l o rs L a k e s,,
T w e e d H e a d s C M HS T w e e d H e a d s,,
St J o h n o f G o d Ho s p i t a l Nor t h R i c h m o n d,,
"Toowong Private Hospital, Toowong ",QLD,Australia
"Nepean Hospital, Kingswood",NSW,Australia
"Ballarat Base Hospital, Ballarat",VIC,Australia
M a c q u a r i e P s y c h i a try H o s p i t a l Nor t h R y d e,,
E p w o rth He a l t h Care Ri c h m o n d,,
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
Ro y a l M e l b o u r n e Ho s p i t a l P a r k v i l l e,,
Ro y a l W o m e n ' s Ho s p i t a l P a r k v i l l e,,
S h a n i k a s B e r w i c k,,
R y d g e s S o u t h b a n k T o w n s v i l l e H o t e l T o w n s v i l l e,,
St a m f o rd P l a z a ; S y d n e y,,
Ho t e l Gra n d Ch a n c e l l o r; Ho b a rt,,
P e rth C l i n i c M e d i c a l S u i t e s - P s y c h i a try W e s t P e rth,,
"St George Hospital, Kogarah",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
T h e C o ro H o t e l M i l t o n,,
Q u e e n s l a n d Un i v e r s i ty o f T e c h n o l o g y K e l v i n Gro v e,,
Cellar 47 Shepparton,VIC,Australia
"Nambour Hospital, Nambour ",QLD,Australia
L a z y R i v e r E s t a te Du b b o Gro v e,,
"Sir Charles Gairdner Hospital, Nedlands",WA,Australia
M o g o D a y S u r g e ry c o n f e r e n c e R o o m s M o g o,,
A l b u ry - W o d o n g a Pr i v a te H o s p i t a l A l b u ry,,
"Gosford Hospital, Gosford",NSW,Australia
Ri v e r v i e w H o t e l ; Br i s b a n e Ha m i l t o n,,
"Nepean Hospital, Kingswood",NSW,Australia
"Logan Hospital, Meadowbrook",QLD,Australia
P u b l i c I n n Ca s t l e m a i n e,,
T h e H i l t o n S y d n e y S y d n e y,,
"Gold Coast Hospital, Southport",QLD,Australia
P a r m e l i a H i l t o n P e rth,,
St a m f o rd P l a z a Br i s b a n e,,
S o f i t e l H o t e l S y d n e y,,
"Gosford Hospital, Gosford",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
P a rk H y a tt M e l b o u r n e M e l b o u r n e,,
S a i l o r s ' R e s t G e e l o n g,,
T h e Gi n g e r R o o m P a r k e s,,
Charlestown Library Meeting Room CHARLESTOWN,NSW,Australia
T h e U n i v e r s i ty C l u b o f W e s t e rn A u s tr a l i a Cra w l e y,,
E m p o r i u m H o t e l F o rt i t u d e V a l l e y,,
"Westmead Hospital, Westmead",NSW,Australia
R y d g e s H o t e l - G o l d e n E a g l e Ro o m K a l g o o r l i e,,
"Townsville Hospital, Douglas",QLD,Australia
Hi l t o n H o t e l S u rf e rs P a r a d i s e,,
Ca n b e rra H y a tt Ho t e l Ca n b e rra,,
"Wyong Hospital, Wyong",NSW,Australia
M e l b o u r n e C l i n i c Ri c h m o n d,,
"Westmead Hospital, Westmead",NSW,Australia
"Caboolture Hospital, Caboolture",QLD,Australia
Re d c l i f f e H o s p i t a l Re d c l i f f e,,
Nor t h s i d e C l i n i c G r e e n w i c h,,
Toowoomba Base Hospital,QLD,Australia
Do c t o rs o f Nor t h c o te Nor t h c o te,,
Cellar 47 Shepparton,VIC,Australia
"Gosford Hospital, Gosford",NSW,Australia
L e i n s t e r Ar m s H o t e l ( T h e Ge o r g e L a n g l e y R o o m ) Co l l i n g w o o d,,
Hor i z o n s R e s o rt J i n d a b y n e J i n d a b y n e,,
Hi l t o n H o t e l A d e l a i d e A d e l a i d e,,
T h e D o w n s C l u b T o o w o o m b a,,
Ro y a l P e rth Ho s p i t a l P e rth,,
Q u a t t ro a t A u d i S o u t h p o rt,,
"Westmead Hospital, Westmead",NSW,Australia
"Ballarat Base Hospital, Ballarat",VIC,Australia
Charlestown Library Meeting Room CHARLESTOWN,NSW,Australia
Royal Children's Hospital; Herston,QLD,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
M a t t e o ' s F i t z r o y N o rth,,
T h e E m p i re Gri l l G e e l o n g,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
T h e S p i c e C l u b Fr a n k s t o n,,
Cro w n P l a z a T e rr i g a l,,
"Enoteca, RICHMOND",VIC,Australia
V i l e r o y Nor w o o d,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
M a n g i a re B i s tro Ne d l a n d s,,
G PO B e n d i g o,,
"Dandenong Hospital, Dandenong ",VIC,Australia
L e i n s t e r Ar m s H o t e l ( T h e Ge o r g e L a n g l e y R o o m ) Co l l i n g w o o d,,
H O CA So u t h p o rt S o u t h p o rt,,
E a s t's L e a g u e s Cl u b B o n d i J u n c t i o n,,
Manning Base Hospital; Taree,NSW,Australia
A a n u k a B e a c h Re s o rt Co f fs H a r b o u r,,
B e a n b a r T a r e e,,
R M H Ro y a l P a rk Ca m p u s P a r k v i l l e,,
"Toowong Private Hospital, Toowong ",QLD,Australia
Ha w t h o rn C M HS Ha w t h o rn E a s t,,
"Nepean Hospital, Kingswood",NSW,Australia
"Alfred Hospital, Prahran",VIC,Australia
G l e n s i d e H o s p i t a l E a s t w o o d,,
G l e n E i ra D a y S u r g e ry Ca u l f i e l d S o u th,,
"Alfred Hospital, Prahran",VIC,Australia
"Nepean Hospital, Kingswood",NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
"Ipswich Hospital, Ipswich",QLD,Australia
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
T h e L o g C a b i n P e n r i th,,
S a i l o r s ' R e s t G e e l o n g,,
"Alfred Hospital, Prahran",VIC,Australia
Re d c l i f f e H o s p i t a l Re d c l i f f e,,
M a t e r A d u l t Ho s p i t a l S o u th Br i s b a n e,,
Q u e e n E l i z a b e th I I J u b i l e e H o s p i t a l Co o p e rs P l a i n s,,
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
M a c q u a r i e P s y c h i a try H o s p i t a l Nor t h R y d e,,
"Liverpool Hospital, Liverpool",NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
S h a n g r i - l a H o t e l Ca i r n s,,
F i r e h o u s e Ri n g w o o d,,
Royal Children's Hospital; Herston,QLD,Australia
T h e Pr i n c e C h a r l e s Ho s p i t a l Ch e r m s i d e,,
"Box Hill Hospital, Box Hill",VIC,Australia
Brett's Wharf; Hamilton,QLD,Australia
Ca b r i n i Br i g h t o n Pr i v a te H o s p i t a l Br i g h t o n,,
T h o m a s E m b l i n g Ho s p i t a l F a i rf i e l d,,
T h e S e b e l Ne w c a s t l e B e a c h Ne w c a s t l e,,
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
Q u a l i ty P o w e rHo u s e H o t e l T a m w o rth,,
Harry's on Buderim; Buderim,QLD,Australia
"Alfred Hospital, Prahran",VIC,Australia
T h e S e b e l Ne w c a s t l e B e a c h Ne w c a s t l e,,
"Gosford Hospital, Gosford",NSW,Australia
M a c q u a r i e P s y c h i a try H o s p i t a l Nor t h R y d e,,
"Nambour General Hospital, Nambour ",QLD,Australia
L a L u n a B i s tro Car l t o n N o rth,,
M a rr i o tt S y d n e y Har b o u r S y d n e y,,
"The Alfred Hospital, Prahran",VIC,Australia
I n s t i t u te f o r I m m u n o l o g y & I n f e c t i o u s D i s e a s e s M u r d o c h,,
L i g h t h o u s e P a rr a m a t t a,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
T h e R o y a l W o m e n ' s H o s p i t a l P a r k v i l l e,,
G u s to d a Gi a n n i Ha m i l t o n,,
P a rk H y a tt M e l b o u r n e M e l b o u r n e,,
A u s t i n H e a l th - He i d e l b e rg Re p a tr i a t i o n Ho s p i t a l He i d e l b e rg W e s t,,
"Alfred Hospital, Prahran",VIC,Australia
"Westmead Hospital, Westmead",NSW,Australia
Ro y a l Br i s b a n e & W o m e n ' s H o s p i t a l Her s t o n,,
"Wyong Hospital, Wyong",NSW,Australia
T h e F i g T r e e E w i n g s d a l e,,
"Alfred Hospital, Prahran",VIC,Australia
M a t t e o ' s F i t z r o y N o rth,,
S e b e l C a i r n s H o t e l Ca i r n s,,
R y d g e s S o u t h b a n k T o w n s v i l l e H o t e l T o w n s v i l l e,,
R M H Ro y a l P a rk Ca m p u s P a r k v i l l e,,
Ro y a l H o b a rt Ho s p i t a l Ho b a rt,,
"Lismore Base Hospital, Lismore",NSW,Australia
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
Cl a r i o n H o t e l F o r e s t Hi l l,,
Ho m e D i n i n g R o o m Ha w t h o rn,,
Ro y a l Br i s b a n e & W o m e n ' s H o s p i t a l Her s t o n,,
"Gosford Hospital, Gosford",NSW,Australia
W e s t g r o u p M e d i c a l St A l b a n s,,
"Gold Coast Hospital, Southport",QLD,Australia
"Wyong Hospital, Wyong",NSW,Australia
Charlestown Library Meeting Room CHARLESTOWN,NSW,Australia
"Alfred Hospital, Prahran",VIC,Australia
G l a d s t o n e P a rk M e d i c a l C l i n i c T u l l a m a r i n e,,
St u d l e y P a rk B o a t h o u s e K e w,,
Bloomfield Hospital ORANGE,NSW,Australia
"Wyong Hospital, Wyong",NSW,Australia
Ro y a l Br i s b a n e & W o m e n ' s H o s p i t a l Her s t o n,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
Ro y a l Br i s b a n e & W o m e n ' s H o s p i t a l Her s t o n,,
M a m a Ga n o u s h W i n d s o r,,
"Ballarat Base Hospital, Ballarat",VIC,Australia
M e l t o n M e d i c a l Cl i n i c M e l t o n,,
"Gosford Hospital, Gosford",NSW,Australia
Ro y a l M e l b o u r n e Ho s p i t a l P a r k v i l l e,,
Ro y a l P e rth Ho s p i t a l P e rth,,
S e b e l H a r b o u r s i d e K i a m a,,
Di a n a P l a z a H o t e l W o l l o o n g a b b a,,
S o u t h e rn S y d n e y Ha e m a t o l o g y K o g a r a h,,
"Alfred Hospital, Prahran",VIC,Australia
S o f i t e l Go l d C o a s t Br o a d b e a c h,,
A u s t i n H e a l th - Re p a tr i a t i o n Ca m p u s He i d e l b e rg W e s t,,
"Toowong Private Hospital, Toowong ",QLD,Australia
Ch e z P i e rre Ne d l a n d s,,
Ro y a l H o b a rt Ho s p i t a l Ho b a rt,,
"Liverpool Hospital, Liverpool",NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
No v o t e l P a c i f i c B a y Co f fs H a r b o u r,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
Ca l v a ry H e a l th Care B e t h l e h e m Ca u l f i e l d S o u th,,
Western Hospital; Footscray,VIC,Australia
"Alfred Hospital, Prahran",VIC,Australia
"Northern Hospital, Epping",NSW,Australia
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
"Enoteca, RICHMOND",VIC,Australia
T h e M e l b o u r n e Cl i n i c Ri c h m o n d,,
Hor s h a m W i m m e ra B a s e H o s p i t a l B a l l a r a t,,
G r i f f i th B a s e Ho s p i t a l T r a i n i n g S c h o o l G r i f f i th,,
"Nambour General Hospital, Nambour ",QLD,Australia
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
Epworth Hospital; Richmond,VIC,Australia
T h e E u r o p e a n M e l b o u r n e,,
"Frankston Hospital, Frankston",VIC,Australia
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
S a f f r o n I n d i a n G o u r m e t Br o a d b e a c h,,
"Townsville Hospital, Douglas",QLD,Australia
"Nepean Hospital, Kingswood",NSW,Australia
"Wyong Hospital, Wyong",NSW,Australia
M t L o f t y N u r s i n g Ho m e ; T o o w o o m b a,,
A l b a n y R e g i o n a l Ho s p i t a l S e m i n a r Ro o m A l b a n y,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
L a k e s R e s o rt M t G a m b i e r,,
Ro y a l Pr i n c e A l fr e d Ho s p i t a l KPEC A u d i t o r i u m Ca m p e r d o w n,,
Ra n d w i c k R u g b y Cl u b Co o g e e,,
"Lismore Base Hospital, Lismore",NSW,Australia
A u s t i n H e a l th - Re p a tr i a t i o n Ca m p u s He i d e l b e rg W e s t,,
"Northern Hospital, Epping",NSW,Australia
"Westmead Hospital, Westmead",NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
T h e E m p i re Gri l l G e e l o n g,,
"Alfred Hospital, Prahran",VIC,Australia
R y d g e s C a p i t a l H i l l F o rr e s t,,
St a te L i b r a ry o f Q u e e n s l a n d S o u th Br i s b a n e,,
"Casey Hospital, BERWICK",VIC,Australia
Y a r a l l a A g e d C a re F a c i l i ty C o n f e r e n c e r o o m M a r y b o r o u g h,,
"Gosford Hospital, Gosford",NSW,Australia
Ro y a l A d e l a i d e Ho s p i t a l A d e l a i d e,,
"Skin and Cancer Foundation, CARLTON",VIC,Australia
S y d n e y C h i l d r e n ' s Ho s p i t a l Ra n d w i c k,,
"Logan Hospital, Meadowbrook",QLD,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
P a rk L a k e H o t e l S h e p p a rt o n,,
"St George Hospital, Kogarah",NSW,Australia
St K a t h e r i n e ' s K e w,,
"Concord Hospital, Concord",NSW,Australia
"Toowong Private Hospital, Toowong ",QLD,Australia
Cabrini Hospital; Malvern,VIC,Australia
"Townsville Hospital, Douglas",QLD,Australia
S i r S t a m f o rd H o t e l a t Cir c u l a r Qu a y S y d n e y,,
Cro w n e P l a z a T o r q u a y,,
"Gold Coast Hospital, Southport",QLD,Australia
"St George Hospital, Kogarah",NSW,Australia
P a rk H y a tt M e l b o u r n e M e l b o u r n e,,
"Westmead Hospital, Westmead",NSW,Australia
K a i l i s Br o s F i s h M a r k e t a n d C a fe L e e d e r v i l l e,,
"Alfred Hospital, Prahran",VIC,Australia
"Skin and Cancer Foundation, CARLTON",VIC,Australia
"Sir Charles Gairdner Hospital, Nedlands",WA,Australia
T w o S m a l l R o o m s T o o w o n g,,
M a n s i o n H o t e l a t W e rr i b e e P a rk W e rr i b e e S o u th,,
G o l d C o a s t Rh e u m a t o l o g y S o u t h p o rt,,
E a s t's L e a g u e s Cl u b B o n d i J u n c t i o n,,
Red O c h re Gri l l Nor t h A d e l a i d e,,
M a rr i o tt H o t e l S y d n e y S y d n e y,,
F o u n d a t i o n He a l t h c a re - M a r i o n O a k l a n d s P a rk,,
R M H Ro y a l P a rk Ca m p u s P a r k v i l l e,,
"Alfred Hospital, Prahran",VIC,Australia
"Sir Charles Gairdner Hospital, Nedlands",WA,Australia
St K a t h e r i n e ' s K e w,,
"Gosford Hospital, Gosford",NSW,Australia
Ca u l f i e l d H o s p i t a l Ca u l f i e l d,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
S y d n e y M a rr i o tt Ho t e l,,
C h a r l es t o w n P u b l i c L i b r a r y; 1 7 9 M a i n S t r e e t C h a r l es t o w n,,
To o r a k V i l l a ge; 4 5 9 To o r a k R o a d 3 1 4 2 To o r a k M e l b o u r n e,,
U n i H e a l t h - U n i v e r s i t y o f A d e l a i d e,,
Te a m D i gi t a l S t u d i o,,
U n i H e a l t h - U n i v e r s i t y o f A d e l a i d e,,
D i v i s i o n R o o ms; 1 1 7 A n d ers o n S t r e e t ; M a n u n d a,,
G o o d w o o d D erma t o l o gy 3 6 9 G o o d w o o d R o a d Wes t b o u r n e P a r k . 5 0 4 1,,
Cl e v e l a n d Ta v ern,,
U n i v e r s i t y o f S y d n ey - C a m p er d o w n S y d n ey,,
L u n db e ck I n s t i t u t e ; S k o dsb o rg; D e n m a r k,,
Orange Convention Centre; Orlando. Florida,,
C a f e A vis s yn i a A t h e ns G r e e c e,,
S h a ng r i - L a T he M a r i na C a i r ns,,
W e s t i n G r a nd M un i c h G e r m a ny,,
W e s t i n G r a nd M un i c h G e r m a ny,,
W e s t i n G r a nd M un i c h G e r m a ny,,
K ok k e r i e t C o p e nh a g e n D e n m a r k,,
C o p e nh a g e n I s l a nd Ho t e l C o p e nh a g e n D e n m a r k,,
El F u e go C o p e nh a g e n D e n m a r k,,
C o p e nh a g e n I s l a nd h o t e l C o p e nh a g e n D e n m a r k,,
C o p e nh a g e n I s l a nd Ho t e l C o p e nh a g e n D e n m a r k,,
M a r i t i m Ho t e l B e r l i n G e r m a ny,,
M a r i t i m Ho t e l B e r l i n G e r m a ny,,
M a r i t i m Ho t e l B e r l i n G e r m a ny,,
H o te l du V i n G l asg o w Sc o t l and,,
Peter Maccallum Cancer Centre,VIC,Australia
Argyle Cut Restaurant; The Rocks; NS W .,,
"Liverpool Hospital, Liverpool",NSW,Australia
